add-c,4,100000,800000,64219384,80,0
add-c,8,100000,1600000,153643329,96,0
add-c,12,100000,2400000,249402732,103,0
add-c,16,100000,3200000,400287416,125,0
add-c,20,100000,4000000,468841162,117,0
add-yield-c,1,10,20,198235,9911,0
add-yield-c,2,10,40,213508,5337,0
add-yield-c,4,10,80,245300,3066,0
add-yield-c,8,10,160,359962,2249,0
add-yield-c,12,10,240,454706,1894,0
add-yield-c,16,10,320,536434,1676,0
add-yield-c,20,10,400,628651,1571,0
add-yield-c,1,20,40,172835,4320,0
add-yield-c,2,20,80,248179,3102,0
add-yield-c,4,20,160,321261,2007,0
add-yield-c,8,20,320,442898,1384,0
add-yield-c,12,20,480,581764,1212,0
add-yield-c,16,20,640,793739,1240,0
add-yield-c,20,20,800,888562,1110,0
add-yield-c,1,40,80,217235,2715,0
add-yield-c,2,40,160,299085,1869,0
add-yield-c,4,40,320,430468,1345,0
add-yield-c,8,40,640,701466,1096,0
add-yield-c,12,40,960,1006646,1048,0
add-yield-c,16,40,1280,1280802,1000,0
add-yield-c,20,40,1600,1544597,965,0
add-yield-c,1,80,160,277946,1737,0
add-yield-c,2,80,320,414941,1296,0
add-yield-c,4,80,640,683231,1067,0
add-yield-c,8,80,1280,1196891,935,0
add-yield-c,12,80,1920,1807604,941,0
add-yield-c,16,80,2560,2408244,940,0
add-yield-c,20,80,3200,3074697,960,0
add-yield-c,1,100,200,323718,1618,0
add-yield-c,2,100,400,459684,1149,0
add-yield-c,4,100,800,804040,1005,0
add-yield-c,8,100,1600,1454015,908,0
add-yield-c,12,100,2400,2140100,891,0
add-yield-c,16,100,3200,3159241,987,0
add-yield-c,20,100,4000,3737452,934,0
add-yield-c,1,1000,2000,1542762,771,0
add-yield-c,2,1000,4000,3132238,783,0
add-yield-c,4,1000,8000,6302071,787,0
add-yield-c,8,1000,16000,12822406,801,0
add-yield-c,12,1000,24000,20516940,854,0
add-yield-c,16,1000,32000,29191888,912,0
add-yield-c,20,1000,40000,36780177,919,0
add-yield-c,1,10000,20000,12537844,626,0
add-yield-c,2,10000,40000,28270929,706,0
add-yield-c,4,10000,80000,61360922,767,0
add-yield-c,8,10000,160000,128641723,804,0
add-yield-c,12,10000,240000,216615710,902,0
add-yield-c,16,10000,320000,258061773,806,0
add-yield-c,20,10000,400000,347990788,869,0
add-yield-c,1,100000,200000,129023662,645,0
add-yield-c,2,100000,400000,294452815,736,0
add-yield-c,4,100000,800000,612729762,765,0
add-yield-c,8,100000,1600000,1329787017,831,0
add-yield-c,12,100000,2400000,2025487328,843,0
add-yield-c,16,100000,3200000,2765405447,864,0
add-yield-c,20,100000,4000000,3573046059,893,0
